,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
4544,Plague Handler's Greathelm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Chestplate of Vicious Potency,Shadowghast Waistguard,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Signet of the False Accuser,Splintered Heart of Al'ar,Macabre Sheet Music,Mantle of Manifest Sins,Engorged Worm Smasher,Darkspear Tabard,Squire's Shirt,Acidslough Bulwark,776.3
4545,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Selfless Collector's Warboots,Thunderous Echo Vambraces,Selfless Collector's Gauntlets,Ring of Perpetual Conflict,Most Regal Signet of Sire Denathrius,Darkmoon Deck: Indomitable,Blood-Spattered Scale,Drape of Twisted Loyalties,Xandria's Kopis of Courage,,,Barricade of the Endless Empire,552.5
4546,Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Selfless Collector's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Hyperlight Band,Pulsating Stoneheart,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Axe of the Deadgrove,,,Encrusted Canopic Lid,379.2
4547,Wing Commander's Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Master Duelist's Chit,Gluttonous Spike,Mantle of Manifest Sins,Engorged Worm Smasher,Renowned Guild Tabard,Precious' Ribbon,Sinful Gladiator's Guard,340.2
4548,Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Stonebark Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Shoulderblade Vambraces,Colossal Plate Gauntlets,Twisted Witherroot Band,Ritualist's Treasured Ring,Phial of Putrefaction,Inscrutable Quantum Device,Decadent Nathrian Shawl,Supercollider,Tabard of the Zandalari,,Builwark of the Stone Legion,699.0
4549,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Ritual Bone Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Drape of Inscrutable Purpose,Sophisticated Bonecracker,Lightforged Tabard,,Acidslough Bulwark,482.3
4550,Wing Commander's Helmet,Trailspinner Pendant,Selfless Collector's Spaulders,Selfless Collector's Chestplate,Binding of Warped Desires,Shadowghast Greaves,Selfless Collector's Warboots,Thunderous Echo Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Punishing Loop,Flame of Battle,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Sophisticated Bonecracker,,,Elysian Sentinel's Aegis,217.3
4551,Diadem of Imperious Desire,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Shadowghast Greaves,Valinor's Ground Pounders,Horologist's Wristguards,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Splintered Heart of Al'ar,Shawl of the Caretaker,Engorged Worm Smasher,Illustrious Guild Tabard,,The Boreal Guard,456.2
4552,Plague Handler's Greathelm,Muckformed Chain Choker,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Hellhound Cuffs,Selfless Collector's Gauntlets,Sinful Gladiator's Ring,Bloodoath Signet,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Sinful Gladiator's Drape,Engorged Worm Smasher,,,Acidslough Bulwark,516.4
4553,Darkfrost Helmet,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Endlessly Gluttonous Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Ritual Commander's Ring,Stitchflesh's Misplaced Signet,Decanter of Anima-Charged Winds,Anima Field Emitter,Dealer Xy'exa's Cape,Sinsmasher,,Acolyte's Shirt,Elysian Sentinel's Aegis,371.3
4554,Wrathbark Greathelm,Sin Stained Pendant,Dread Sentinel's Ebony Spaulders,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Hardened Castle Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Gluttonous Spike,Anima Field Emitter,Cloak of Enveloping Manifestations,Supercollider,,,Barricade of the Endless Empire,668.4
4555,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Shieldguard's Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Anima Field Emitter,Darkmoon Deck: Voracity,Dealer Xy'exa's Cape,Sacred Sparrer's Edge,,,Acidslough Bulwark,397.0
4556,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Valorous Aegis Breastplate,Fused Bone Greatbelt,Gormshell Greaves,Charred Saronite Greaves,Pit Fighter's Wristguards,Handguards of the Enclave,Bloodoath Signet,Fleshfused Circle,Darkmoon Deck: Indomitable,Inscrutable Quantum Device,Mantle of Manifest Sins,Axe of the Deadgrove,Orgrimmar Tabard,Artisan Officer's Shirt,Sinful Aspirant's Barrier,418.1
4557,Wing Commander's Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Selfless Collector's Girdle,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Shadowghast Ring,Darkmoon Deck: Voracity,Viscera of Coalesced Hatred,Drape of Twisted Loyalties,Sophisticated Bonecracker,,,Acidslough Bulwark,762.1
4558,Sinful Aspirant's Plate Helm,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Chestplate of the March Warden,Stoic Guardsman's Belt,Archaedas' Lost Legplates,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fallen Templar's Gauntlets,Arachnid Cipher Ring,Ritual Commander's Ring,Spare Meat Hook,Sinful Gladiator's Insignia of Alacrity,Cowled Batwing Cloak,Sinful Gladiator's Xiphos,,,Sinful Aspirant's Barrier,469.3
4559,Selfless Collector's GreatHelm,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Band of the Risen Bonelord,Blood-Spattered Scale,Anima Field Emitter,Dealer Xy'exa's Cape,Axe of the Deadgrove,Guild Tabard,Wound Dressing,Sinful Gladiator's Guard,382.3
4560,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Sapsteel Vambraces,Guilewind Stone Talons,Death God's Signet,Arachnid Cipher Ring,Inscrutable Quantum Device,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,Guild Tabard,,Encrusted Canopic Lid,500.5
4561,Shadowghast Helm,Azure-Venom Choker,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Guilewind Stone Talons,Ritual Bone Band,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Overwhelming Power Crystal,Drape of Twisted Loyalties,Axe of the Deadgrove,Lightforged Tabard,,Acidslough Bulwark,346.6
4562,Darkfrost Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Inscrutable Quantum Device,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sinsmasher,,,Barricade of the Endless Empire,521.7
4563,Plague Handler's Greathelm,Sinful Gladiator's Pendant,Pauldrons of Unleashed Pride,Selfless Collector's Chestplate,Shadowghast Waistguard,Sinful Gladiator's Plate Wargreaves,Dynamo Doomstompers,Decimator's Armguards,Valorous Aegis Handguards,Sinful Gladiator's Band,Sinful Aspirant's Signet,Sinful Aspirant's Relentless Brooch,Sinful Aspirant's Insignia of Alacrity,Saronite Animus Cloak,Axe of the Deadgrove,,,Kudebeh's Remarkable Targe,315.2
4564,Shieldguard's Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Selfless Collector's Warboots,Pit Fighter's Wristguards,Guilewind Stone Talons,Ritual Bone Band,Fleshfused Circle,Blood-Spattered Scale,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Sinful Aspirant's Mace,Tabard of the Ascended,,Barricade of the Endless Empire,458.3
4565,Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Selfless Collector's Chestplate,Binding of Warped Desires,Gormshell Greaves,Dynamo Doomstompers,Selfless Collector's Wristguards,Guilewind Stone Talons,Twisted Witherroot Band,Entwined Gorger Tendril,Pulsating Stoneheart,Spare Meat Hook,Blighted Margrave's Cloak,Sinsmasher,Tabard of the Dark Iron,,Elysian Sentinel's Aegis,452.7
4566,Casque of the Path,Sin Stained Pendant,Shadowghast Pauldrons,Sinful Aspirant's Plate Chestplate,Sinful Aspirant's Plate Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Gluttonous Spike,Blood-Spattered Scale,Sinful Gladiator's Drape,Sophisticated Bonecracker,,,Encrusted Canopic Lid,511.6
4567,Shadowghast Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Selfless Collector's Legguards,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Arachnid Cipher Ring,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Aspirant's Badge of Ferocity,Drape of Twisted Loyalties,Axe of the Deadgrove,Tabard of the Lightbringer,Wraps of the Blood-Soaked Brawler,Sinful Gladiator's Guard,275.8
4568,Plague Handler's Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Shieldguard's Greaves,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Bloodoath Signet,Slimy Consumptive Organ,Overwhelming Power Crystal,Shroud of the Penitent,Sinsmasher,,,Acidslough Bulwark,250.1
4569,Diadem of Imperious Desire,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Brutal Dissonance,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Sinful Gladiator's Plate Gauntlets,Hyperlight Band,Signet of the False Accuser,Phial of Putrefaction,Stone Legion Heraldry,Cowled Batwing Cloak,Gorestained Cleaver,Renowned Guild Tabard,,Barricade of the Endless Empire,667.4
4570,Oversized Centurion Helm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Legplates of Unholy Frenzy,Bladesworn Harbinger's Stompers,Shadowghast Armguards,Fleshfused Crushers,Hyperlight Band,Ring of Perpetual Conflict,Gluttonous Spike,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Sinsmasher,,,Encrusted Canopic Lid,356.6
4571,Selfless Collector's GreatHelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Galvanized Oxxein Legguards,Selfless Collector's Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Ritual Bone Band,Anima Field Emitter,Darkmoon Deck: Indomitable,Selfless Collector's Greatcloak,Supercollider,Renowned Guild Tabard,,Barricade of the Endless Empire,409.1
4572,Shadowghast Helm,Noble's Birthstone Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Stonebark Girdle,Endlessly Gluttonous Greaves,Muckwallow Stompers,Shoulderblade Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Slimy Consumptive Organ,Crest of the Legionnaire General,Axe of the Deadgrove,Alliance Tabard,,Elysian Sentinel's Aegis,661.9
4573,Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Muckwallow Stompers,Sinful Gladiator's Plate Vambraces,Distorted Construct's Gauntlets,Ritualist's Treasured Ring,Ritual Bone Band,Splintered Heart of Al'ar,Sinful Gladiator's Medallion,Blighted Margrave's Cloak,Sinful Aspirant's Battleaxe,,,Sinful Gladiator's Redoubt,505.9
4574,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Death God's Signet,Ritual Bone Band,Anima Field Emitter,Slimy Consumptive Organ,Drape of the Lithe,Axe of the Deadgrove,,,Barricade of the Endless Empire,763.2
4575,Darkfrost Helmet,Muckformed Chain Choker,Epaulettes of Overwhelming Force,Breastplate of Otherworldly Influence,Ember-Scarred Girdle,Archaedas' Lost Legplates,Greaves of Iron Intensity,Steelcore Wristwraps,Fleshfused Crushers,Shadowghast Ring,Ritual Commander's Ring,Anima Field Emitter,Slimy Consumptive Organ,Shawl of the Shattered Giant,Sophisticated Bonecracker,Tabard of the 7th Legion,Red Linen Shirt,Barricade of the Endless Empire,452.3
4576,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Selfless Collector's Legguards,Selfless Collector's Warboots,Selfless Collector's Wristguards,Fogweaver Gauntlets,Entwined Gorger Tendril,Sinful Aspirant's Ring,Anima Field Emitter,Gluttonous Spike,Shroud of the Penitent,Axe of the Deadgrove,,,Acidslough Bulwark,352.7
4577,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Stoic Guardsman's Belt,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Ritual Bone Band,Signet of the False Accuser,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Blighted Margrave's Cloak,Sinsmasher,,Red Linen Shirt,Acidslough Bulwark,486.5
4578,Diadem of Imperious Desire,Valeshroud Torque,Prankster's Pauldrons,Selfless Collector's Chestplate,Girdle of the Soulflayer,Shadowghast Greaves,Muckwallow Stompers,Steelcore Wristwraps,Colossal Plate Gauntlets,Signet of the False Accuser,Ritualist's Treasured Ring,Splintered Heart of Al'ar,Slimy Consumptive Organ,Blighted Margrave's Cloak,Supercollider,,,Elysian Sentinel's Aegis,162.2
4579,Darkfrost Helmet,Trailspinner Pendant,Shieldguard's Shoulderplates,Breastplate of Fatal Contrivances,Binding of Warped Desires,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Stonewrought Gauntlets,Most Regal Signet of Sire Denathrius,Ring of Perpetual Conflict,Macabre Sheet Music,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Supercollider,Undercity Tabard,Irradiated Undercoat,Acidslough Bulwark,427.1
4580,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Reality-Shatter Vambraces,Fogweaver Gauntlets,Entwined Gorger Tendril,Death God's Signet,Pulsating Stoneheart,Blood-Spattered Scale,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,Antiseptic-Soaked Dressing,Encrusted Canopic Lid,316.8
4581,Shadowghast Helm,Noble's Birthstone Pendant,Dread Sentinel's Ebony Spaulders,Stonewrought Breastplate,Dread Sentinel's Ebony Girdle,Sinful Gladiator's Plate Legguards,Greaves of the Rockmender,Steelcore Wristwraps,Fleshfused Crushers,Ritualist's Treasured Ring,Sinful Aspirant's Signet,Darkmoon Deck: Voracity,Sinful Aspirant's Insignia of Alacrity,Dread Sentinel's Ebony Cloak,Sinful Aspirant's Mace,,,Barricade of the Endless Empire,131.9
4582,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Selfless Collector's Chestplate,Selfless Collector's Girdle,Selfless Collector's Legguards,Selfless Collector's Warboots,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Darkmoon Deck: Voracity,Blood-Spattered Scale,Selfless Collector's Greatcloak,Sinful Gladiator's Xiphos,,,Sinful Gladiator's Guard,290.5
4583,Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Selfless Collector's Chestplate,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Band of the Risen Bonelord,Ritual Commander's Ring,Gluttonous Spike,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Argent Crusade,Artisan Member's Shirt,Acidslough Bulwark,345.3
4584,Wing Commander's Helmet,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Abdominal Securing Chestguard,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,,,Encrusted Canopic Lid,858.6
4585,Wing Commander's Helmet,Sinful Aspirant's Pendant,Unyielding Combatant's Pauldrons,Steelbreaker's Embrace,Girdle of the Soulflayer,Sinful Aspirant's Plate Legguards,Sinful Aspirant's Plate Warboots,Reality-Shatter Vambraces,Desm's Fistos,Sinful Aspirant's Ring,Sinful Gladiator's Ring,Darkmoon Deck: Indomitable,Hymnal of the Path,Sinful Gladiator's Shawl,Sophisticated Bonecracker,Renowned Guild Tabard,Stylish Black Shirt,Sinful Aspirant's Barrier,359.9
4586,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Slimy Consumptive Organ,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Horde Tabard,,Acidslough Bulwark,585.6
4587,Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Hyperlight Band,Ritual Bone Band,Decanter of Anima-Charged Winds,Anima Field Emitter,Cowled Batwing Cloak,Engorged Worm Smasher,Tabard of the Dark Iron,,Barricade of the Endless Empire,209.0
4588,Sinful Gladiator's Plate Helmet,Sin Stained Pendant,Epaulettes of Overwhelming Force,Abdominal Securing Chestguard,Stonebark Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Shoulderblade Vambraces,Fleshfused Crushers,Sinful Gladiator's Band,Shadowghast Ring,Blood-Spattered Scale,Anima Field Emitter,Sinful Gladiator's Drape,Engorged Worm Smasher,Guild Tabard,,Sinful Gladiator's Guard,1063.7
