,Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Tabard,Shirt,Off Hand,score
2118,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Death God's Signet,Ritualist's Treasured Ring,Anima Field Emitter,Viscera of Coalesced Hatred,Cloak of Enveloping Manifestations,Gorestained Cleaver,,,Sinful Gladiator's Guard,1073.0
2119,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Selfless Collector's Gauntlets,Band of the Risen Bonelord,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Dealer Xy'exa's Cape,Engorged Worm Smasher,Gilneas Tabard,Irradiated Undercoat,Acidslough Bulwark,975.2
2120,Shadowghast Helm,Noble's Birthstone Pendant,Unyielding Combatant's Pauldrons,Breastplate of Cautious Calculation,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Distorted Construct's Gauntlets,Ritual Bone Band,Hyperlight Band,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Court of Harvesters Tabard,White Swashbuckler's Shirt,Encrusted Canopic Lid,1049.0
2121,Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Distorted Construct's Gauntlets,Ring of Perpetual Conflict,Death God's Signet,Macabre Sheet Music,Decanter of Anima-Charged Winds,Crest of the Legionnaire General,Sophisticated Bonecracker,,,Barricade of the Endless Empire,919.9
2122,Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Stoic Guardsman's Belt,Halkias's Towering Pillars,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Stitchflesh's Misplaced Signet,Gluttonous Spike,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Sophisticated Bonecracker,,Ebon Filigreed Doublet,Chyrus's Crest of Hope,1036.0
2123,Wrathbark Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Shadowghast Ring,Signet of the False Accuser,Sanguine Vintage,Blood-Spattered Scale,Cowled Batwing Cloak,Engorged Worm Smasher,,,Encrusted Canopic Lid,1026.6
2124,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Fused Bone Greatbelt,Legplates of Unholy Frenzy,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Ritual Bone Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Darkmoon Deck: Indomitable,Drape of Twisted Loyalties,Sophisticated Bonecracker,Guild Tabard,,Acidslough Bulwark,885.1
2125,Sinful Gladiator's Plate Helm,Sinful Gladiator's Necklace,Sinful Gladiator's Plate Pauldrons,Sinful Gladiator's Plate Chestplate,Sinful Gladiator's Plate Girdle,Sinful Gladiator's Plate Legguards,Sinful Gladiator's Plate Warboots,Shadowghast Armguards,Colossal Plate Gauntlets,Sinful Gladiator's Signet,Sinful Gladiator's Ring,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Crest of the Legionnaire General,Axe of the Deadgrove,Renowned Guild Tabard,Precious' Ribbon,Sinful Gladiator's Bulwark,1116.3
2126,Plague Handler's Greathelm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Dreadfire Vessel,Inscrutable Quantum Device,Blighted Margrave's Cloak,Axe of the Deadgrove,Guild Tabard,,Encrusted Canopic Lid,774.6
2127,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Mantle of Manifest Sins,Engorged Worm Smasher,Talanji's Expedition Tabard,Initiate's Shirt,Acidslough Bulwark,788.9
2128,Plague Handler's Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Fused Bone Greatbelt,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Ritual Commander's Ring,Bloodoath Signet,Gluttonous Spike,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Orgrimmar Tabard,,Acidslough Bulwark,875.4
2129,Wing Commander's Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Rampaging Giant's Chestplate,Stonebark Girdle,Shadowghast Greaves,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Ritual Bone Band,Ritualist's Treasured Ring,Macabre Sheet Music,Slimy Consumptive Organ,Cowled Batwing Cloak,Axe of the Deadgrove,,,Acidslough Bulwark,629.1
2130,Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Macabre Sheet Music,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Axe of the Deadgrove,Renowned Guild Tabard,,Encrusted Canopic Lid,941.4
2131,Darkfrost Helmet,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Gormshell Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Band of the Risen Bonelord,Twisted Witherroot Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Cowled Batwing Cloak,Gorestained Cleaver,,,Acidslough Bulwark,863.2
2132,Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Shadowghast Ring,Signet of the False Accuser,Decanter of Anima-Charged Winds,Darkmoon Deck: Indomitable,Dealer Xy'exa's Cape,Gorestained Cleaver,Tabard of Summer Flames,Red Swashbuckler's Shirt,Acidslough Bulwark,799.2
2133,Darkfrost Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Blood-Spattered Scale,Anima Field Emitter,Crest of the Legionnaire General,Engorged Worm Smasher,,,Acidslough Bulwark,876.1
2134,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Fused Bone Greatbelt,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fogweaver Gauntlets,Hyperlight Band,Bloodoath Signet,Splintered Heart of Al'ar,Phial of Putrefaction,Crest of the Legionnaire General,Sinsmasher,,,Encrusted Canopic Lid,968.3
2135,Diadem of Imperious Desire,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stonebark Girdle,Ceremonial Parade Legguards,Stoneguard Attendant's Boots,Hellhound Cuffs,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Hyperlight Band,Anima Field Emitter,Stone Legion Heraldry,Crest of the Legionnaire General,Duskwarder Scimitar,,Fashionable Undershirt,Stonewrought Gargoyles Barrier,334.5
2136,Darkfrost Helmet,Trailspinner Pendant,Pauldrons of Unleashed Pride,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fleshfused Crushers,Signet of the False Accuser,Shadowghast Ring,Bargast's Leash,Bladedancer's Armor Kit,Crest of the Legionnaire General,Engorged Worm Smasher,,,Encrusted Canopic Lid,795.3
2137,Wing Commander's Helmet,Muckformed Chain Choker,Prankster's Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Soldier's Stoneband Wristguards,Fallen Templar's Gauntlets,Ritual Commander's Ring,Shadowghast Ring,Splintered Heart of Al'ar,Pulsating Stoneheart,Cloak of Enveloping Manifestations,Sinsmasher,,,Encrusted Canopic Lid,943.5
2138,Sinful Gladiator's Plate Helm,Sinful Gladiator's Amulet,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Binding of Warped Desires,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Thunderous Echo Vambraces,Sinful Gladiator's Plate Handguards,Ring of Perpetual Conflict,Ritual Bone Band,Blood-Spattered Scale,Decanter of Anima-Charged Winds,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,719.0
2139,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Ring of Perpetual Conflict,Anima Field Emitter,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Gorestained Cleaver,,Precious' Ribbon,Barricade of the Endless Empire,754.7
2140,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Shoulderblade Vambraces,Hardened Castle Crushers,Ritual Commander's Ring,Entwined Gorger Tendril,Blood-Spattered Scale,Anima Field Emitter,Drape of Twisted Loyalties,Axe of the Deadgrove,,,Acidslough Bulwark,519.1
2141,Wrathbark Greathelm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Shadowghast Ring,Ritual Bone Band,Anima Field Emitter,Stone Legion Heraldry,Drape of Twisted Loyalties,Ascended Gladius of Glory,Tabard of the Ascended,,Chyrus's Crest of Hope,780.5
2142,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Sinful Gladiator's Plate Greatbelt,Gormshell Greaves,Sinful Gladiator's Plate Stompers,Sinful Gladiator's Plate Vambraces,Guilewind Stone Talons,Death God's Signet,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Engorged Worm Smasher,,,Acidslough Bulwark,1127.5
2143,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Sinful Gladiator's Plate Chestguard,Girdle of the Soulflayer,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fallen Templar's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,,Artisan Officer's Shirt,Acidslough Bulwark,1126.9
2144,Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Muckwallow Stompers,Hellhound Cuffs,Fallen Templar's Gauntlets,Fleshfused Circle,Signet of the False Accuser,Anima Field Emitter,Stone Legion Heraldry,Drape of Twisted Loyalties,Gorestained Cleaver,,,Elysian Sentinel's Aegis,1327.3
2145,Sinful Aspirant's Plate Helm,Sin Stained Pendant,Prankster's Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Shadowghast Greaves,Errant Crusader's Greaves,Reality-Shatter Vambraces,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Ring of Perpetual Conflict,Slimy Consumptive Organ,Splintered Heart of Al'ar,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,,Chyrus's Crest of Hope,1045.2
2146,Wrathbark Greathelm,Charm of Eternal Winter,Vile Butcher's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Muckwallow Stompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Bloodoath Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Drape of Twisted Loyalties,Sophisticated Bonecracker,Tabard of the Lightbringer,Captain Sanders' Shirt,Barricade of the Endless Empire,1123.4
2147,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Abdominal Securing Chestguard,Waistguard of Expurged Anguish,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Stitchflesh's Misplaced Signet,Signet of the False Accuser,Sinful Gladiator's Insignia of Alacrity,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,,,Barricade of the Endless Empire,1354.6
2148,Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Muckwallow Stompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritual Bone Band,Ring of Perpetual Conflict,Spare Meat Hook,Sinful Gladiator's Insignia of Alacrity,Drape of Twisted Loyalties,Engorged Worm Smasher,,,Encrusted Canopic Lid,1124.5
2149,Darkfrost Helmet,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Guilewind Stone Talons,Bloodoath Signet,Death God's Signet,Decanter of Anima-Charged Winds,Splintered Heart of Al'ar,Drape of Twisted Loyalties,Gorestained Cleaver,Tabard of the Zandalari,,Acidslough Bulwark,1263.2
2150,Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Colossal Plate Gauntlets,Hyperlight Band,Stitchflesh's Misplaced Signet,Splintered Heart of Al'ar,Bargast's Leash,Dealer Xy'exa's Cape,Engorged Worm Smasher,,,Barricade of the Endless Empire,975.1
2151,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fleshfused Crushers,Signet of the False Accuser,Ritual Bone Band,Sanguine Vintage,Skulker's Wing,Blighted Margrave's Cloak,Axe of the Deadgrove,Tabard of the Argent Crusade,,Acidslough Bulwark,970.0
2152,Wrathbark Greathelm,Sinful Gladiator's Necklace,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Slimy Consumptive Organ,Bladedancer's Armor Kit,Blighted Margrave's Cloak,Supercollider,,,Acidslough Bulwark,1033.2
2153,Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Conqueror's Aegis Breastplate,Binding of Warped Desires,Endlessly Gluttonous Greaves,Stoneguard Attendant's Boots,Pit Fighter's Wristguards,Fogweaver Gauntlets,Signet of the False Accuser,Ardent Sunstar Signet,Bargast's Leash,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Axe of the Deadgrove,Renowned Guild Tabard,,Acidslough Bulwark,826.9
2154,Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Fleshfused Crushers,Death God's Signet,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Sinful Aspirant's Medallion,Blighted Margrave's Cloak,Axe of the Deadgrove,,Pink Mageweave Shirt,Acidslough Bulwark,1086.6
2155,Shadowghast Helm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Thunderous Echo Vambraces,Distorted Construct's Gauntlets,Punishing Loop,Death God's Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Axe of the Deadgrove,Renowned Guild Tabard,Fashionable Undershirt,Acidslough Bulwark,1319.4
2156,Wrathbark Greathelm,Trailspinner Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Stoic Guardsman's Belt,Legplates of Unholy Frenzy,Valinor's Ground Pounders,Vambraces of the Depraved Warden,Distorted Construct's Gauntlets,Hyperlight Band,Bloodoath Signet,Darkmoon Deck: Indomitable,Gluttonous Spike,Blighted Margrave's Cloak,Sinsmasher,Renowned Guild Tabard,,Acidslough Bulwark,966.6
2157,Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Shadowghast Greaves,Muckwallow Stompers,Thunderous Echo Vambraces,Guilewind Stone Talons,Bloodoath Signet,Ritual Commander's Ring,Blood-Spattered Scale,Spare Meat Hook,Dealer Xy'exa's Cape,Sinful Aspirant's Sword,,,Chyrus's Crest of Hope,826.0
2158,Dreadguard's Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Ceremonial Parade Legguards,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Colossal Plate Gauntlets,Hyperlight Band,Ritual Bone Band,Viscera of Coalesced Hatred,Anima Field Emitter,Cowled Batwing Cloak,Xandria's Kopis of Courage,Renowned Guild Tabard,,Kudebeh's Remarkable Targe,218.4
2159,Wing Commander's Helmet,Azure-Venom Choker,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Stonebark Girdle,Sinful Gladiator's Plate Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fleshfused Crushers,Arachnid Cipher Ring,Sinful Gladiator's Signet,Anima Field Emitter,Sinful Gladiator's Insignia of Alacrity,Dealer Xy'exa's Cape,Sophisticated Bonecracker,,,Sinful Gladiator's Guard,1059.2
2160,Darkfrost Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Gormshell Greaves,Steelcore Warboots,Shoulderblade Vambraces,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Anima Field Emitter,Pulsating Stoneheart,Blighted Margrave's Cloak,Sophisticated Bonecracker,Undercity Tabard,Artisan Officer's Shirt,Acidslough Bulwark,684.8
2161,Darkfrost Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Selfless Collector's Chestplate,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Bloodoath Signet,Bladedancer's Armor Kit,Anima Field Emitter,Drape of Twisted Loyalties,Sophisticated Bonecracker,,Precious' Ribbon,Barricade of the Endless Empire,977.1
2162,Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fogweaver Gauntlets,Arachnid Cipher Ring,Death God's Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Cowled Batwing Cloak,Sophisticated Bonecracker,Lightforged Tabard,,Acidslough Bulwark,950.8
2163,Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Tharatos' Charred Chestplate,Scarred Bloodbound Girdle,Gormshell Greaves,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Ardent Sunstar Signet,Signet of the False Accuser,Anima Field Emitter,Slimy Consumptive Organ,Drape of Twisted Loyalties,Engorged Worm Smasher,,,Barricade of the Endless Empire,950.5
